company,address,longitude,latitude,zipcode,town,state,date_founded,date_closed,company_type,source,name_changed,year_name_changed,notes,see also
Philco Corp (Tech Rep Div) ,"1070 E. Meadow Circle, Palo Alto, CA",-122.109344502738,37.42973265,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Philco Corp (Western Development Laby),"1076 E. Meadow Circle, Palo Alto, CA",-122.108823101444,37.42934235,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Philco Corp (Western Development Laboratories),"3825 Fabian Way, Palo Alto, CA",-122.103780506998,37.427627,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Power Designs Pacific Inc,"3381 Foothill Expressway, Palo Alto, CA",-122.146323264475,37.4044322184213,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
RF Associates,"800 San Antonio Rd, Palo Alto, CA",-122.1015364,37.4202915,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Rayex Electronics Corp,"1015 Corporation Way, Palo Alto, CA",-122.1028185,37.4313255,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Sangamo Electronic Co (Dist SLS OFC),"1020 Corporation Way, Palo Alto, CA",-122.101801216155,37.4315865,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Schjeldahl GT CO,"460 Ferne Ave, Palo Alto, CA",-122.106458776184,37.41398895,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Snitzer T. Louis Co,"1020 Corporation Way, Palo Alto, CA",-122.101801216155,37.4315865,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Special Products Inc,"808 San Antonio Rd, Palo Alto, CA",-122.1017652,37.4276246,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Tab Products Co (Mach Div),"937 Commercial St, Palo Alto, CA",-122.100368461542,37.42367695,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Textronix Inc,"3944 Fabian Way, Palo Alto, CA",-122.104313554784,37.4278358423835,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Trans Dynamics Inc,"44 Encina Ave, Palo Alto, CA",-122.160483898864,37.4390781818944,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
United Control Corp,"3921 E Bayshore Ave, Palo Alto, CA",,,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Vector Industries Inc,"821 San Antonio Rd, Palo Alto, CA",-122.1017652,37.4276246,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Veeco Instrument Co,"210 California Ave, Palo Alto, CA",-122.14073014505,37.4311022305791,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Weatherford RV Co (Branch Office),"3240 Hillview Ave, Palo Alto, CA",-122.146211768833,37.407948,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Welco Inc,"502 Waverly St, Palo Alto, CA",,,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Westec Electronics Inc,"4117 El Camino Way, Palo Alto, CA",-122.1251291,37.4144824,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Wiltron Co,"930 E. Meadow Dr, Palo Alto, CA",-122.107751371832,37.4279196919526,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Zack Electronics,"654 High St, Palo Alto, CA",-122.161573890049,37.4426503112393,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1956",,,,
Bay Associates Inc,"892 Commercial, Palo Alto, CA",-122.0998599,37.422565,,Palo Alto,California,,,electrical equipment and supplies - dealers,"Palo Alto Directory, 1967",,,,
Electrical Materials Inc,"864 San Antonio Rd, Palo Alto, CA",-122.102809930556,37.42432,,Palo Alto,California,,,electrical equipment and supplies - dealers,"Palo Alto Directory, 1967",,,,
Integrated Circuit Engineering Corp,"750 Welch Rd, Palo Alto, CA",-122.175331119048,37.438022,,Palo Alto,California,,,electrical equipment and supplies - dealers,"Palo Alto Directory, 1967",,,,
Milliron Fellows & Co,"849 E. Charleston Rd, Palo Alto, CA",-122.103525262987,37.4222385,,Palo Alto,California,,,electrical equipment and supplies - dealers,"Palo Alto Directory, 1967",,,,
Warner Electric,"644 Emerson St, Palo Alto, CA",-122.160997824081,37.4434639110779,,Palo Alto,California,,,electrical equipment and supplies - dealers,"Palo Alto Directory, 1967",,,,
Stanford Electric Works,"301 High St, Palo Alto, CA",-122.1656274,37.4456649,,Palo Alto,California,,,electrical equipment and supplies - dealers,"Palo Alto Directory, 1967",,,,
Develco Inc,"2905 Ash St, Palo Alto, CA",-122.139551959129,37.4239738327247,,Palo Alto,California,,,electrical equipment and supplies - manufacturers,"Palo Alto Directory, 1967",,,,
Genisco Technology Inc,"378 Cambridge Ave, Palo Alto, CA",-122.145595477577,37.4274661,,Palo Alto,California,,,electrical equipment and supplies - manufacturers,"Palo Alto Directory, 1967",,,,
ITT Cannon Electric Co (Disc Sls Ofc),"960 San Antonio Rd, Palo Alto, CA",-122.101226289453,37.4255222022728,,Palo Alto,California,,,electrical equipment and supplies - manufacturers,"Palo Alto Directory, 1967",,,,
Preformed Line Products Co,"600 Hansen Way, Palo Alto, CA",-122.139436074612,37.4201235,,Palo Alto,California,,,electrical equipment and supplies - manufacturers,"Palo Alto Directory, 1967",,,,
Signal Products Co,"165 University Ave, Palo Alto, CA",-122.163336014728,37.44454495,,Palo Alto,California,,,electrical equipment and supplies - manufacturers,"Palo Alto Directory, 1967",,,,
AMP Inc,"4151 Middlefield Rd, Palo Alto, CA",-122.104396416287,37.4172031,,Palo Alto,California,,,electronic equipment and supplies,"Palo Alto Directory, 1967",,,,
Agastat (Div of Elastic Stop Nut Corp of Am),"165 University Ave, Palo Alto, CA",-122.163336014728,37.44454495,,Palo Alto,California,,,electronic equipment and supplies,"Palo Alto Directory, 1967",,,,
Alfred Electronics of Palo Alto,"3176 Porter Dr, Palo Alto, CA",-122.149362060561,37.4070955,,Palo Alto,California,,,electronic equipment and supplies,"Palo Alto Directory, 1967",,,,
Allen Electronic Corp,"930 Industrial Ave, Palo Alto, CA",-122.098339326426,37.4230315,,Palo Alto,California,,,electronic equipment and supplies,"Palo Alto Directory, 1967",,,,
Alto Scientific Co Inc,"4083 Transport St, Palo Alto, CA",-122.098444966008,37.424613,,Palo Alto,California,,,electronic equipment and supplies,"Palo Alto Directory, 1967",,,,
Andrew Corp,"701 Welch Rd, Palo Alto, CA",-122.172683,37.436904,,Palo Alto,California,,,electronic equipment and supplies,"Palo Alto Directory, 1967",,,,
Applied Space Products Inc,"825 San Antonio Rd, Palo Alto, CA",-122.1017652,37.4276246,,Palo Alto,California,,,electronic equipment and supplies,"Palo Alto Directory, 1967",,,,
Applied Technology Inc,"2626 Hanover, Palo Alto, CA",-122.148723833846,37.4176305,,Palo Alto,California,,,electronic equipment and supplies,"Palo Alto Directory, 1967",,,,
Astro Structures Inc,"220 Demeter St, Palo Alto, CA",,,,Palo Alto,California,,,electronic equipment and supplies,"Palo Alto Directory, 1967",,,,
Barrett Electronics Corp (Western Division),"895 Commercial St, Palo Alto, CA",-122.1005801,37.4228106,,Palo Alto,California,,,electronic equipment and supplies,"Palo Alto Directory, 1967",,,,
Beale Associates,"218 California Ave Palo Alto, CA",-122.140673406936,37.4311743709518,,Palo Alto,California,,,electronic equipment and supplies,"Palo Alto Directory, 1967",,,,
Bivar Co Inc,"725 Loma Verde Ave, Palo Alto, CA",-122.1224219,37.4298851,,Palo Alto,California,,,electronic equipment and supplies,"Palo Alto Directory, 1967",,,,
Circuit Engineering,"4024 Transport, Palo Alto, CA",-122.1004421,37.4255328,,Palo Alto,California,,,electronic equipment and supplies,"Palo Alto Directory, 1967",,,,
Components for Research Inc,"979 Commercial St, Palo Alto, CA",-122.100269828221,37.4246115,,Palo Alto,California,,,electronic equipment and supplies,"Palo Alto Directory, 1967",,,,
Corbin-Farnsworth Inc,"440 Page Mill Rd, Palo Alto, CA",-122.141250300603,37.423860149296,,Palo Alto,California,,,electronic equipment and supplies,"Palo Alto Directory, 1967",,,,
Cornell Dubilier Electronics,"701 Welch Rd, Palo Alto, CA",-122.172683,37.436904,,Palo Alto,California,,,electronic equipment and supplies,"Palo Alto Directory, 1967",,,,
Data Disc Inc,"1275 California Ave, Palo Alto, CA",-122.1430031,37.4285379,,Palo Alto,California,,,electronic equipment and supplies,"Palo Alto Directory, 1967",,,,
Electro Optics Associates,"981 Commercial St, Palo Alto, CA",-122.1002839,37.4246904,,Palo Alto,California,,,electronic equipment and supplies,"Palo Alto Directory, 1967",,,,
Aerotherm Corp,"460 California Ave, Palo Alto, CA",-122.145562572278,37.42580545,,Palo Alto,California,,,research,,,,,
Aerotherm Corp (Experimental Servs Div),"1450 Page Mill Rd, Palo Alto, CA",-122.149455848229,37.4164965,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
American Institute of Research,"1791 Arastradero Rd, Palo Alto, CA",-122.1268319,37.4053519,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
Applied Technology Inc,"3410 Hillview Ave, Palo Alto, CA",-122.146528202991,37.39880545,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
Arequipa Foundation,"2492 Pulgas Ave, Palo Alto, CA",,,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
Arrow Development Co,"936 Commercial, Palo Alto, CA",-122.099703912146,37.423457,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
Business Research & Development,"361 Lytton Ave, Palo Alto, CA",-122.162359318835,37.4476146605332,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
Decision Studies Group,"460 California Ave, Palo Alto, CA",-122.145562572278,37.42580545,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
Develco Inc,"440 Pepper Ave, Palo Alto, CA",-122.140502277174,37.4235285,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
ESL Inc,"3950 Fabian Way, Palo Alto, CA",-122.1046444,37.423637,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
Educational Development Corp,"200 California Ave, Palo Alto, CA",-122.143425260803,37.4285563,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
Fairchild Semiconductor Corp (electronics),"844 E. Charleston Rd, Palo Alto, CA",-122.103337087694,37.4216025,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
Fairchild Semiconductor Research Laboratory,"4001 Junipero Serra Blvd, Palo Alto, CA",,,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
Freeman WH & Co,"2415 Embarcadero Way, Palo Alto, CA",-122.112846073835,37.45252345,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
HP Associates ,"620 Page Mill Road, Palo Alto, CA",-122.1453646,37.4221802,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
Intercontinental Research Beacon Co,"415 Cambridge Ave, Palo Alto, CA",-122.145647008039,37.4266003,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
Itek Corp,"1450 Page Mill Rd, Palo Alto, CA",-122.149455848229,37.4164965,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
Litton Industries Inc (Atherton Div),"974 Commercial St, Palo Alto, CA",-122.0996485,37.424214,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
Metronics Associates,"3201 Porter Dr, Palo Alto, CA",-122.1487731,37.4078074,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
National Research & Appraisal Co,"3980 Fabian Way, Palo Alto, CA",-122.1047025,37.422801,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
Paeco Division of Hewlett-Packard Co,"620 Page Mill Road, Palo Alto, CA",-122.1453646,37.4221802,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
Palo Alto Medical Research Foundation,"860 Bryant St, Palo Alto, CA",-122.157170225002,37.442993378729,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
Polaroid Corp (Research Laby),"470 San Antonio Rd, Palo Alto, CA",,,,Palo Alto,California,,,research,"Palo Alto Directory, 1967",,,,
Pursley David I,"701 Welch Road, Palo Alto, CA",-122.172683,37.436904,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Reliability Research & Technology ,"960 San Antonio Road, Palo Alto, CA",-122.101226289453,37.4255222022728,,Palo Alto,California,,,electrical equipment and supplies - dealers,"Palo Alto Directory, 1970",,,,
Science Research Associates,"165 University Ave, Palo Alto, CA",-122.163336014728,37.44454495,,Palo Alto,California,,,electrical equipment and supplies - dealers,"Palo Alto Directory, 1970",,,,
Sleep Research Laboratory,"3801 Junipero Serra Blvd, Palo Alto, CA",,,,Palo Alto,California,,,electrical equipment and supplies - manufacturers,"Palo Alto Directory, 1970",,,,
Sondell Research Co,"931 Commercial St, Palo Alto, CA",-122.1004541,37.4233959,,Palo Alto,California,,,electrical equipment and supplies - manufacturers,"Palo Alto Directory, 1970",,,,
Stanford Research Institute (Hanover Br),"2690 Hanover St, Palo Alto, CA",-122.147953710519,37.41725545,,Palo Alto,California,,,electrical equipment and supplies - manufacturers,"Palo Alto Directory, 1970",,,,
Stanford Research Institute (PCRTER Facility),"3180 Porter Dr, Palo Alto, CA",-122.14862038503,37.4071495,,Palo Alto,California,,,electrical equipment and supplies - manufacturers,"Palo Alto Directory, 1970",,,,
Synvar Associates,"3221 Porter Dr, Palo Alto, CA",-122.148359776056,37.4083635,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Texas Instruments Inc,"230 California Ave, Palo Alto, CA",-122.140586735818,37.4312813357953,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Trivision Inc,"2411 Pulgas Ave, East Palo Alto, CA",-122.130579700038,37.4704997059495,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Varian Associates,"611 Hansen Way, Palo Alto, CA",-122.138340315085,37.418411,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Watkins Johnson Co,"3333 Hillview Avenue, Palo Alto, CA",-122.145157,37.407483,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Wolf Research & Development,"999 Commercial St, Palo Alto, CA",-122.099930378289,37.425297,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
AMP Inc,"4151 Middlefield Road, Palo Alto, CA",-122.104396416287,37.4172031,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Bay Associates Inc,"892 Commercial, Palo Alto, CA",-122.0998599,37.422565,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Electrical Materials Inc,"796 San Antonio Rd, Palo Alto, CA",-122.10148932584,37.4199325,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
ITT Cannon Electric Co,"960 San Antonio Road, Palo Alto, CA",-122.101226289453,37.4255222022728,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Preformed Line Products Co,"600 Hansen Way, Palo Alto, CA",-122.139436074612,37.4201235,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Stigall Motors Inc,"3017 El Camino Real, Palo Alto, CA",-122.13953668273,37.42217745,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Swiss-Craft,"291 Lambert Ave, Palo Alto, CA",-122.134975,37.4228171,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Adcole Corp,"999 Commercial St, Palo Alto, CA",-122.099930378289,37.425297,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Advalloy Inc,"844 E. Charleston Rd, Palo Alto, CA",-122.103337087694,37.4216025,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Alma Corp,"470 San Antonio Rd, Palo Alto, CA",,,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Alto Scientific Co Inc,"4083 Transport St, Palo Alto, CA",-122.098444966008,37.424613,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Amperex Electronic Corp,"801 E. Charleston Road, Palo Alto, CA",-122.104995395391,37.42241,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Andrew California Corp,"701 Welch Road, Palo Alto, CA",-122.172683,37.436904,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Antekna Inc,"4015 Fabian Way, Palo Alto, CA",-122.1042399,37.4258394,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Applied Space Products Inc,"825 San Antonio Road, Palo Alto, CA",-122.10374,37.4156375,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
BEM Co,"960 San Antonio Road, Palo Alto, CA",-122.101226289453,37.4255222022728,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Barrett Electronics Corp (Western Division),"897 Commercial St, Palo Alto, CA",-122.1006552,37.4228852,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Bendix Corp,"800 San Antonio Road, Palo Alto, CA",-122.1015146,37.4202223,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Brush Instruments (Div Gould),"780 Welch Road, Palo Alto, CA",-122.176740597109,37.4375615,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Burndy Corp,"3975 E. Bayshore Rd, Palo Alto, CA",-122.102228,37.4299857,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Burroughs Inc,"770 Welch Rd, Palo Alto, CA",-122.176108950241,37.438155,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Cellotape Inc,"4024 Transport St, Palo Alto, CA",-122.1004421,37.4255328,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Components Unlimited,"1020 Corporation Way, Palo Alto, CA",-122.101801216155,37.4315865,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Computer Metrics,"991 Commercial St, Palo Alto, CA",-122.100223411729,37.42496,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Data Disc Inc,"1275 California Ave, Palo Alto, CA",-122.1430031,37.4285379,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Data Measurement Corp,"855 Commercial Ave, Palo Alto, CA",,,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Diphase Inc,"800 San Antonio Road, Palo Alto, CA",-122.1015146,37.4202223,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Durrum Instrument Corp,"3950 Fabian Way, Palo Alto, CA",-122.1046444,37.423637,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
EPA Electronics,"220 Demeter St, East Palo Alto, CA",-122.134095071135,37.4750729329966,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Electronic Associates Inc,"4151 Middlefield Road, Palo Alto, CA",-122.104396416287,37.4172031,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Energy Systems An Ayden Co,"3180 Hanover St, Palo Alto, CA",-122.1464616,37.4141881,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Engineering Associate,"999 Commercial St, Palo Alto, CA",-122.099930378289,37.425297,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Erie Technological Products Inc,"460 California Ave, Palo Alto, CA",-122.145562572278,37.42580545,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Farinon Microwave,"943 Industrial Ave, Palo Alto, CA",-122.0990143,37.423557,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Fetty & Schoenduve ,"253 Town & Country, Palo Alto, CA",1.8774979,7.7227067,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Fisher Research Laboratory Inc,"1890 Embarcadero Rd, Palo Alto, CA",-122.113978507707,37.4526575,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Garner Laine Electronics,"825 San Antonio Road, Palo Alto, CA",-122.10374,37.4156375,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
General Electric Co (Defense Program Div),"701 Welch Road, Palo Alto, CA",-122.172683,37.436904,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Geo Metrics,"914 Industrial Ave, Palo Alto, CA",-122.098336930344,37.4226465,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Granger Associates,"1601 California Ave, Palo Alto, CA",-122.152181568182,37.4159835,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Hathaway Pacific Corp,"4055 Fabian Way, Palo Alto, CA",-122.1042399,37.4258394,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Hewlett-Packard (Paeco Div),"3215 Porter Dr, Palo Alto, CA",-122.148026991935,37.408925,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Hewlett-Packard Co,"395 Page Mill Rd, Palo Alto, CA",-122.1393686,37.4257063,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Hewlett-Packard Co,"1501 Page Mill Road, Palo Alto, CA",-122.147832338048,37.41202695,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Indiana General Corp,"701 Welch Road, Palo Alto, CA",-122.172683,37.436904,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Infomax,"470 San Antonio Rd, Palo Alto, CA",,,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Johnson Red Electronics,"440 Pepper Ave, Palo Alto, CA",-122.140502277174,37.4235285,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Kaiser Aerospace & Electronics (DIv of Kaiser Inc),"1681 Page Mill Rd, Palo Alto, CA",-122.1407349,37.4244998,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Kierulff Electronics,"3969 E. Bayshore Road, Palo Alto, CA",-122.10219435813,37.4299855,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Krystallos Inc,"3335 Birch St, Palo Alto, CA",-122.134857437689,37.422771,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Laselco-Pac,"945 Industrial Ave, Palo Alto, CA",-122.099004236979,37.423523,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Melabs Inc,"3210 Porter Dr, Palo Alto, CA",-122.147318949469,37.40739545,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Microfab Systems Corp,"3960 Fabian Way, Palo Alto, CA",-122.104699526102,37.423117,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Motorola International,"701 Welch Road, Palo Alto, CA",-122.172683,37.436904,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Neely Sales Division Hewlett Packard,"1101 Embarcadero Rd, Palo Alto, CA",-122.1553182,37.4385359,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Ness Pacific Inc,"470 San Antonio Rd, Palo Alto, CA",,,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Pacific Electro Magnetic Co Inc,"942 Commercial St, Palo Alto, CA",-122.099841533186,37.424247078454,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Pacific Measurements Inc,"940 Industrial Ave, Palo Alto, CA",-122.098320496232,37.423363,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Pearson Electronics Inc,"4007 Transport St, Palo Alto, CA",-122.100021263815,37.4261795,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Peninsula Associates,"1447 E. Bayshore Rd, East Palo Alto, CA",-122.14606,37.463986,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Philco Ford Corp (Electronics Group),"3939 Fabian Way, Palo Alto, CA",-122.10409318,37.42567674,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Power Designs Pacific Inc,"3381 Miranda Ave, Palo Alto, CA",-122.145353484495,37.4045937164908,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Prentice Electronics Corp,"795 San Antonio Rd, Palo Alto, CA",-122.102342617317,37.41990495,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
RDP Instruments Co,"999 Commercial St, Palo Alto, CA",-122.099930378289,37.425297,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
RF Associates Inc,"800 San Antonio Road, Palo Alto, CA",-122.1015146,37.4202223,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Ramlor Inc,"925 Industrial Ave, Palo Alto, CA",-122.098538272839,37.4232000767394,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Reynolds Electronic Inc,"1915 University Ave, East Palo Alto, CA",-122.1408051,37.4593559,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Sanders Associates Inc,"1121 San Antonio Road, Palo Alto, CA",-122.10374,37.4156375,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Semtech Corp,"941 E. Charleston Road, Palo Alto, CA",-122.101235912543,37.4217449826179,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Shane Industries,"904 Industrial Ave, Palo Alto, CA",-122.098442695271,37.42218,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Singer Co,"3176 Porter Dr, Palo Alto, CA",-122.149362060561,37.4070955,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Singer-General Precision Inc,"999 Commercial St, Palo Alto, CA",-122.099930378289,37.425297,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Special Products Inc,"808 San Antonio Rd, Palo Alto, CA",-122.1017652,37.4276246,,Palo Alto,California,,,electrical equipment and supplies ,"Palo Alto Directory, 1970",,,,
Tech Services Inc,"800 San Antonio Road, Palo Alto, CA",-122.1015146,37.4202223,,Palo Alto,California,,,engineers - electronic,"Palo Alto Directory, 1970",,,,
Tektronix Inc,"3750 Fabian Way, Palo Alto, CA",-122.104732900754,37.4306925,,Palo Alto,California,,,engineers - electronic,"Palo Alto Directory, 1970",,,,
